split_point,accuracy
30,61.46272855133614
31,60.30747728860937
32,60.387811634349035
33,64.11318150448585
34,61.31237183868763
35,63.486616334934794
36,60.43265875785067
37,58.606271777003485
38,58.31608005521049
39,56.185210780926056
40,60.0
41,61.917808219178085
42,57.88367203924316
43,57.62829403606102
44,61.165048543689316
45,62.13058419243986
46,59.14423740510697
47,60.71428571428572
48,60.30855539971949
49,64.21125781792911
50,59.457579972183595
51,62.61168384879725
52,63.26671261199173
53,62.24066390041494
54,63.71929824561404
55,59.065550906555096
56,63.98601398601398
57,62.709497206703915
58,62.57883672039244
59,65.55090655509066
60,63.8101983002833
61,64.15492957746478
62,66.40680368532955
63,65.03948312993539
64,61.26961483594864
65,61.95262024407753
66,65.74344023323616
67,61.97991391678623
68,64.09155937052932
69,65.39568345323741
70,65.78571428571429
71,64.98220640569394
72,65.15478761699065
73,66.49928263988522
74,65.33807829181495
75,68.50672328379335
76,68.71468926553672
77,69.27921623512945
78,69.22535211267606
79,72.68877911079746
80,73.9590684544813
81,73.45070422535211
82,72.76565798733287
83,73.53351955307262
84,67.81447645818692
85,73.83966244725738
86,71.85080928923293
87,72.20267417311752
88,70.01404494382022
89,71.95207892882311
90,71.91489361702128
91,70.48364153627311
92,69.11032028469751
93,69.85138004246285
94,71.38810198300283
95,70.57163020465774
96,67.68901569186876
97,72.0483641536273
98,69.9290780141844
99,70.47551454932577
100,69.33995741660752
101,70.97457627118644
102,70.66381156316916
103,67.37891737891738
104,63.888888888888886
105,67.71653543307087
106,66.85755189692198
107,64.88222698072805
108,68.27685652487384
109,66.80469289164941
110,66.20784583620096
111,65.2690426275332
112,63.13559322033898
113,64.00570206699929
114,65.12110726643598
