split_point,accuracy
30,58.0394922425952
31,61.9413407821229
32,57.72695772695773
33,63.27800829875518
34,60.40955631399317
35,61.015785861358964
36,60.82690960056062
37,61.22733612273361
38,57.65765765765766
39,57.16262975778547
40,56.56706045865184
41,59.09090909090908
42,57.09269662921348
43,58.97079276773296
44,58.50104094378903
45,61.6815988973122
46,60.0
47,60.013717421124824
48,61.44662921348314
49,61.75243393602226
50,61.50627615062761
51,61.40592694693314
52,63.39779005524861
53,63.19444444444444
54,64.83050847457628
55,60.65688329839274
56,64.67276565798734
57,63.93557422969187
58,61.991584852734924
59,63.19104268719384
60,64.34163701067615
61,66.17336152219873
62,64.74358974358974
63,65.03244412400866
64,64.52533904354033
65,62.42816091954023
66,65.49963530269875
67,63.81909547738693
68,65.75735821966977
69,65.63400576368876
70,67.02508960573476
71,63.40941512125535
72,65.20172910662825
73,68.53448275862068
74,67.80626780626781
75,67.58865248226951
76,68.52899575671853
77,71.56931738212526
78,71.87938288920056
79,75.28328611898016
80,72.06506364922207
81,75.03536067892503
82,76.14356087262492
83,74.1234221598878
84,72.44538407329105
85,73.64341085271317
86,73.34273624823695
87,72.74647887323944
88,72.57383966244726
89,72.69528501055595
90,71.33712660028449
91,72.44825124910778
92,72.55880256593015
93,73.55666429080541
94,73.79261363636364
95,69.35598018400566
96,68.78118317890235
97,73.16725978647686
98,68.69192280200143
99,68.70554765291608
100,71.17437722419928
101,73.17763623496107
102,70.98853868194843
103,67.99714896650035
104,69.55587392550143
105,70.76149425287358
106,70.04310344827587
107,66.7381974248927
108,69.26406926406928
109,69.7032436162871
110,66.02209944751381
111,58.2047685834502
112,67.54075124025513
113,62.848962061560485
114,66.29680998613037
