split_point,accuracy
30,58.31622176591375
31,65.26005888125613
32,64.93570722057369
33,56.55860349127182
34,63.315082130413145
35,64.33249370277079
36,62.691131498470945
37,63.48733233979136
38,61.05366814377153
39,56.420426375805654
40,61.06060606060606
41,61.203007518796994
42,62.86876907426247
43,64.26099851705388
44,63.91804097951024
45,62.94642857142857
46,61.460957178841305
47,62.54399195575666
48,61.20996441281139
49,64.51771653543308
50,64.1255605381166
51,64.05552801189887
52,68.72800402212167
53,68.42105263157895
54,68.12850586435492
55,67.01807228915662
56,64.5145145145145
57,66.73387096774194
58,67.36572890025576
59,65.17766497461929
60,65.08018623900674
61,69.57618567103935
62,67.78625954198473
63,68.41831425598335
64,66.98014629049112
65,68.88311688311688
66,67.69795490298898
67,66.11825192802057
68,69.41722537390407
69,67.81429316640583
70,68.66527632950991
71,68.55215360664245
72,69.60835509138381
73,68.52138073158166
74,71.37718396711202
75,72.05352547606793
76,73.53244078269825
77,76.21732444900051
78,77.37973387922212
79,76.56329435688866
80,78.40040753948038
81,75.25562372188139
82,77.28432873915263
83,76.60010240655402
84,78.03379416282642
85,78.14871016691957
86,77.0366598778004
87,75.70188871873404
88,76.74537987679672
89,73.54606278950078
90,73.06501547987617
91,75.35860655737704
92,74.7946611909651
93,74.7552807831015
94,73.98248325605358
95,72.76022786121182
96,73.23651452282158
97,75.3200204813108
98,74.07407407407408
99,72.62396694214877
100,70.03628823224469
101,73.12273433454169
102,73.41640706126688
103,73.44312918167782
104,69.70481615743138
105,72.37113402061856
106,67.31439960139511
107,71.31782945736434
108,72.74143302180686
109,71.5472481827622
110,68.68635437881873
111,70.22862823061631
112,68.24485891917742
113,70.00907441016334
114,64.95468277945619
