split_point,accuracy
30,67.10389339995835
31,66.14839598504231
32,67.87217757367011
33,66.83209263854425
34,66.49785742111413
35,69.5891974134652
36,66.50806785270997
37,66.04251999219817
38,63.701741105223306
39,65.76557985967808
40,60.73446327683616
41,64.1383375908823
42,66.32210047550134
43,60.02415458937198
44,62.63456645136034
45,61.65770979743696
46,65.17623363544813
47,65.64212999216915
48,64.88943996693533
49,65.8639373871162
50,65.82943925233644
51,63.634488448844884
52,66.65997591328784
53,67.07506806690004
54,65.79547811657332
55,65.86102719033234
56,68.74389529204923
57,66.86266274674506
58,66.53111020740138
59,69.05926070799921
60,67.56020942408377
61,68.14964610717897
62,65.39219550650375
63,67.80529461998293
64,67.79344670261302
65,67.8222753536561
66,69.59863364645602
67,67.72191185599007
68,70.18658197697498
69,68.61158432708689
70,69.91769547325103
71,69.38452404512171
72,68.25800976023764
73,69.65246172941664
74,71.47992810065908
75,71.44656728952341
76,72.42380261248186
77,73.16034867220758
78,75.85563161169881
79,74.22807739810622
80,76.02279666191735
81,74.56635318704285
82,74.51546391752576
83,77.61953204476093
84,78.2155513862831
85,75.67957166392092
86,75.64207093355076
87,76.96640934696433
88,74.55596860801322
89,75.13812154696133
90,76.68904741921946
91,72.07413577675969
92,73.72217642209398
93,76.12318076355199
94,72.34352256186317
95,73.81788147842246
96,71.56408094435076
97,71.73144876325088
98,73.3347081872551
99,70.26171380329254
100,69.36264622831787
101,71.4670534604227
102,72.36116998728275
103,72.61296660117877
104,69.01203819012038
105,71.06998510955115
106,71.33149678604225
107,71.5456674473068
108,70.40472175379426
109,71.56724320508296
110,69.17133474985513
111,66.46068612827617
112,67.66602192134107
113,67.77147042666178
114,66.77471636952998
