split_point,accuracy
30,61.336515513126486
31,56.92913385826772
32,60.65573770491803
33,59.20634920634921
34,60.51805337519623
35,60.15625
36,55.31746031746032
37,57.96529968454258
38,58.71774824081313
39,54.85668789808918
40,58.16164817749604
41,57.78301886792453
42,59.26809864757359
43,57.4015748031496
44,59.67110415035239
45,58.60428231562253
46,60.520094562647756
47,63.07086614173228
48,56.18066561014263
49,61.58730158730159
50,59.02668759811617
51,58.63708399366085
52,61.91607284243864
53,63.50822239624119
54,61.81384248210024
55,64.96815286624205
56,61.897233201581024
57,62.10526315789473
58,64.76267095736122
59,56.53206650831354
60,64.2741935483871
61,63.23763955342903
62,65.03608660785886
63,64.63314097279472
64,64.62917685411573
65,61.201298701298704
66,64.25636811832375
67,63.81418092909536
68,64.27990235964198
69,63.02382908792112
70,62.76595744680851
71,64.15247364152475
72,63.73268133659331
73,63.26530612244898
74,64.09638554216868
75,65.26655896607431
76,66.21187800963082
77,65.68
78,72.00956937799043
79,70.05604483586869
80,71.67999999999999
81,72.93172690763052
82,72.06703910614524
83,68.14932486100079
84,71.65732586068856
85,70.72975140336808
86,71.26895450917797
87,69.10112359550563
88,70.6070287539936
89,67.81150159744409
90,70.80994386527667
91,69.26790024135157
92,71.08433734939759
93,68.56677524429968
94,68.42105263157895
95,70.29862792574657
96,67.88321167883211
97,68.59903381642512
98,70.41800643086818
99,69.61102106969206
100,65.02024291497976
101,66.02254428341385
102,68.12652068126522
103,70.76923076923076
104,69.72624798711755
105,63.47402597402597
106,64.96
107,67.97752808988764
108,66.88364524003254
109,67.9140127388535
110,66.58536585365853
111,66.50326797385621
112,65.234375
113,62.93034427542034
114,62.313139260424855
