split_point,accuracy
30,58.54103343465046
31,63.28267477203647
32,61.97695573074591
33,60.615199034981906
34,58.99758454106281
35,60.73805202661827
36,59.35990338164252
37,60.4014598540146
38,62.091898428053206
39,61.473429951690825
40,61.00362756952842
41,59.4578313253012
42,60.81162931556632
43,60.2416918429003
44,58.80579010856454
45,59.05797101449275
46,60.7487922705314
47,59.10465819721718
48,61.25150421179302
49,58.70616686819831
50,64.57831325301204
51,62.454655380894806
52,63.68038740920097
53,59.28829915560917
54,60.23002421307506
55,62.150668286755774
56,63.52009744214373
57,63.68680641183724
58,63.99276236429433
59,63.38962605548855
60,63.608562691131496
61,63.170731707317074
62,62.38361266294228
63,64.26332288401254
64,61.61490683229813
65,64.94396014943959
66,64.80901690670007
67,63.99253731343284
68,66.41651031894935
69,66.29422718808193
70,66.00372902423865
71,66.46077825818406
72,66.97703289882061
73,64.70588235294117
74,65.80724370779619
75,67.58747697974216
76,68.09815950920246
77,70.13463892288861
78,69.37537901758641
79,74.14634146341463
80,69.48012232415903
81,74.52657299938913
82,73.96341463414635
83,72.4222086638194
84,71.53284671532847
85,73.84428223844282
86,69.45121951219512
87,71.87309334960341
88,72.03907203907204
89,71.34969325153374
90,72.17125382262996
91,71.79644389944819
92,69.26859250153656
93,70.12345679012346
94,70.9280885064536
95,69.15484268969772
96,69.32515337423312
97,72.69938650306749
98,72.54901960784314
99,69.45298094652735
100,68.64197530864197
101,69.84615384615384
102,69.28306551297898
103,68.82716049382715
104,68.00742574257426
105,68.21849782743638
106,66.58369632856254
107,67.41433021806853
108,67.72191185599007
109,66.66666666666667
110,66.99751861042184
111,67.7639751552795
112,64.2412935323383
113,61.5815691158157
114,57.06618962432917
