split_point,accuracy
30,61.26062322946175
31,60.646521433591005
32,58.06675938803893
33,59.583333333333336
34,57.87671232876712
35,58.30461750516884
36,62.526315789473685
37,62.60504201680672
38,62.54343293954135
39,57.83633841886269
40,61.53310104529617
41,53.50274725274725
42,59.001406469760894
43,57.8397212543554
44,59.41422594142259
45,59.612724757952975
46,60.331720801658605
47,60.839642119752234
48,59.746657283603085
49,59.63687150837988
50,63.59189378057303
51,62.59489302967564
52,65.6984785615491
53,64.62821403752605
54,56.22347949080621
55,65.03153468815697
56,66.38477801268499
57,66.59649122807018
58,65.49789621318374
59,65.51724137931035
60,65.379113018598
61,65.96045197740112
62,63.6168691922802
63,66.88358640636298
64,68.07747489239598
65,65.70812365204888
66,67.17836257309942
67,63.23741007194245
68,66.45068394528437
69,64.9135446685879
70,67.52503576537912
71,64.85714285714286
72,64.31146359048306
73,67.02663786897048
74,67.95422031473534
75,69.15954415954417
76,69.88636363636364
77,71.7605633802817
78,74.01129943502825
79,77.65124555160142
80,74.39886845827439
81,76.61233167965982
82,75.03526093088857
83,76.45818692902319
84,71.0544939844303
85,75.47703180212014
86,73.67303609341826
87,74.02964008468595
88,74.84098939929329
89,75.82804792107117
90,75.28490028490029
91,73.13753581661891
92,74.83917083631165
93,75.05345687811833
94,73.95315826827537
95,73.03051809794181
96,71.56160458452723
97,67.28704366499643
98,69.02718168812589
99,69.23625981441828
100,71.63221667854597
101,71.38810198300283
102,72.54480286738352
103,73.07142857142857
104,72.00287150035894
105,65.94672426205904
106,72.19020172910663
107,65.39568345323741
108,69.08037653874004
109,56.36237897648686
110,67.15379262352123
111,69.21443736730362
112,65.60283687943263
113,60.7168458781362
114,65.78397212543554
