split_point,accuracy
30,58.87755102040817
31,60.34146341463414
32,59.173635022134775
33,61.06150793650793
34,59.39663699307616
35,59.529764882441214
36,59.34177215189873
37,60.33464566929134
38,59.49119373776908
39,63.69930761622156
40,59.779338014042125
41,61.13886113886113
42,59.150657229524775
43,60.05888125613345
44,57.84508440913605
45,62.75964391691395
46,60.07014028056113
47,60.43021510755378
48,63.29113924050633
49,62.91585127201566
50,62.97766749379652
51,64.38760452533202
52,62.7
53,61.99501246882792
54,63.84381338742393
55,62.09476309226933
56,64.53865336658355
57,64.87975951903809
58,64.14038657171923
59,63.95348837209303
60,63.940329218106996
61,63.586137619286795
62,66.85222672064776
63,65.38860103626942
64,67.3426937077483
65,65.32091097308488
66,66.19718309859155
67,65.76253838280451
68,64.17604912998976
69,63.95228215767634
70,66.11312921639855
71,65.4639175257732
72,65.8168574401665
73,64.95638789122626
74,68.42105263157895
75,69.61184882533198
76,69.40030753459764
77,71.28309572301426
78,71.82095625635809
79,72.70433905146317
80,74.4186046511628
81,72.1602434077079
82,70.60621497707591
83,73.07888040712469
84,74.01935812531839
85,73.03822937625755
86,74.5959595959596
87,72.85641806189751
88,73.59550561797754
89,72.39263803680981
90,72.69922879177378
91,70.08154943934761
92,71.82235834609494
93,72.76464542651593
94,70.70292457670601
95,71.39917695473251
96,70.80745341614907
97,70.2247191011236
98,70.01023541453428
99,67.84979423868313
100,68.8210961737332
101,71.0458526532715
102,70.17089590885551
103,69.91786447638604
104,69.05621454357916
105,68.68272680676576
106,70.51218299353556
107,68.49183477425552
108,65.8372213582167
109,66.39089968976215
110,68.55696202531645
111,67.27632229362332
112,68.60409718913769
113,68.90794223826715
114,66.01601601601601
