split_point,accuracy
30,67.37084291989123
31,66.97628458498023
32,69.44818304172274
33,67.11674283340258
34,68.52105778648384
35,71.16376839289127
36,65.01869547154133
37,63.94824544207018
38,69.01998097050428
39,66.32801161103048
40,68.29713821798255
41,67.57450167752121
42,62.908258789265645
43,59.90690143695608
44,66.06370428627606
45,66.22379074112519
46,67.94248683677601
47,66.07634789452972
48,68.3073727933541
49,64.23667205169629
50,67.48922835879357
51,68.83682355380469
52,68.41468334005647
53,67.33815763739489
54,66.70835939128622
55,68.45515286495242
56,69.79166666666667
57,68.44772967265047
58,71.98936822735638
59,70.49921383647799
60,69.36026936026936
61,69.24639447491367
62,70.65346534653465
63,70.62862046771079
64,69.19549812421842
65,69.6096096096096
66,70.40772532188842
67,70.18891426198878
68,69.75259377494014
69,71.48671808054841
70,72.75926309252742
71,71.29482071713147
72,70.92228864218617
73,70.650592392434
74,72.4879421221865
75,75.84530853761623
76,74.47384871848301
77,77.01243122070511
78,78.5058430717863
79,77.99171842650104
80,79.09165302782324
81,79.06000839278221
82,80.66252587991718
83,81.18609406952966
84,80.67015706806284
85,77.78697001034126
86,78.24662023760753
87,78.0712788259958
88,77.13395638629284
89,77.53086419753086
90,77.72391991570073
91,74.86407360936846
92,76.96768848384424
93,78.50328598685606
94,73.50052246603971
95,75.87710193066223
96,74.48568398727465
97,74.2050209205021
98,75.34246575342466
99,77.00466694951209
100,72.01704545454545
101,72.0857618651124
102,76.72487223168653
103,74.77762403637082
104,73.21093261005633
105,73.66844919786097
106,72.87322384203728
107,73.09803921568627
108,70.58823529411764
109,71.07877927608233
110,70.3337213814513
111,68.45263609087013
112,66.89353427321342
113,67.60382212421904
114,68.86581144369782
