split_point,accuracy
30,57.519999999999996
31,58.62884160756501
32,57.9732914375491
33,60.55776892430279
34,60.426540284360186
35,62.36306729264476
36,59.07274180655475
37,57.08630245447348
38,61.3564668769716
39,56.86900958466454
40,57.440000000000005
41,57.33438485804416
42,61.802232854864435
43,62.96590007930214
44,60.094637223974765
45,60.68580542264752
46,53.925455987311665
47,61.15506329113924
48,61.63723916532906
49,61.452513966480446
50,64.1106719367589
51,65.14788169464428
52,63.8095238095238
53,62.46056782334385
54,64.79550922213312
55,62.589928057553955
56,60.58683584456781
57,63.42857142857143
58,65.66801619433198
59,61.41607000795545
60,64.01299756295695
61,67.23027375201288
62,67.04361873990308
63,66.47446457990117
64,63.47256347256347
65,61.61369193154034
66,67.6300578034682
67,66.44790812141099
68,66.66666666666667
69,68.46026490066225
70,66.0082304526749
71,64.61916461916462
72,67.51644736842105
73,62.8992628992629
74,68.65912762520195
75,69.43765281173594
76,72.6461038961039
77,71.05052125100241
78,75.98393574297188
79,77.28731942215089
80,68.75502008032129
81,71.65991902834008
82,69.95192307692308
83,76.32
84,70.50765511684125
85,71.31345688960515
86,74.5585874799358
87,72.508038585209
88,72.53803042433947
89,74.09783480352847
90,73.04907481898633
91,65.15397082658023
92,74.95948136142626
93,71.73202614379085
94,65.14657980456026
95,70.097244732577
96,71.12561174551387
97,70.76923076923076
98,66.47773279352226
99,68.27079934747144
100,62.9780309194467
101,72.05169628432957
102,69.24959216965743
103,66.7479674796748
104,68.20762368207623
105,72.92006525285481
106,66.72025723472669
107,69.58970233306516
108,67.26677577741407
109,68.08681672025723
110,68.05215973920131
111,65.7354149548069
112,65.15270164447925
113,65.22088353413655
114,58.64246250986582
