split_point,accuracy
30,63.241436925647456
31,68.87925940516052
32,67.57535035515454
33,66.41078838174275
34,70.08797653958945
35,70.04573170731707
36,68.26186036875906
37,66.40579143024848
38,67.23581863024094
39,65.30823334712453
40,66.91637983397449
41,61.53997636864907
42,61.36929460580913
43,66.30347054075867
44,66.91522762951334
45,65.26512013256007
46,66.71382376717865
47,66.51628089446842
48,67.79274611398964
49,66.3647342995169
50,69.04901386447959
51,67.81727986771394
52,68.65701648572578
53,68.30505168714647
54,65.84909582207442
55,69.10963052695335
56,68.3591452656342
57,67.57212044640977
58,68.87983706720976
59,69.85092193016868
60,68.17800167926113
61,68.65248226950355
62,70.27667984189722
63,69.15007493042175
64,70.0977334165107
65,70.82917082917083
66,69.32791095890411
67,69.31205967675093
68,66.85247859844714
69,70.05336179295625
70,69.21014642194268
71,70.08139765733571
72,70.49808429118774
73,70.60775772661275
74,73.20928371348539
75,72.71197138649275
76,74.30887549366037
77,76.30669107179175
78,78.06451612903226
79,78.94736842105263
80,80.43300653594771
81,78.86468370339338
82,78.8886593678992
83,77.95018374846876
84,77.68267223382045
85,76.46937512889255
86,78.54664217187181
87,76.70085827925477
88,76.48643049513156
89,76.54067378800329
90,76.57695542472666
91,74.08180300500835
92,75.59867877786954
93,77.67913760304376
94,74.20767306088408
95,75.88990066225165
96,74.99471570492496
97,74.08797164894726
98,74.99482936918305
99,74.75666525603046
100,69.62332928311056
101,73.33887043189368
102,75.56263269639065
103,73.27552227039811
104,70.95297544735747
105,72.85714285714286
106,71.73392297770407
107,71.07324716020369
108,70.69620253164557
109,72.75947573503365
110,69.57195429014139
111,68.71663463591715
112,65.98354042278523
113,69.19970631424376
114,68.7905844155844
