split_point,accuracy
30,64.99382969971205
31,62.01827572506953
32,59.79959919839679
33,65.58787382220402
34,65.84313725490196
35,65.90007930214115
36,64.34108527131784
37,65.20710059171597
38,62.93343961737744
39,60.604822231303636
40,59.14536741214058
41,63.19612590799031
42,61.81520850367947
43,60.4632587859425
44,64.63463867581751
45,65.86164551780598
46,65.36312849162012
47,63.44520824909017
48,64.39084219133278
49,65.62127828503375
50,66.2907772855417
51,64.5016339869281
52,63.817097415506964
53,63.864187550525465
54,64.70829909613805
55,64.06063023534104
56,65.50040683482506
57,66.76384839650146
58,66.73387096774194
59,67.22244814965433
60,68.36438923395445
61,66.97321071571372
62,67.03703703703704
63,66.21621621621621
64,67.26973684210526
65,66.12296110414053
66,68.24724809483489
67,66.89881196231053
68,69.0187891440501
69,68.0
70,71.28309572301426
71,67.66917293233084
72,67.50841750841751
73,68.8039457459926
74,69.03385631709331
75,72.46256239600666
76,72.49589490968802
77,74.62074620746208
78,75.95404185473944
79,75.75264442636289
80,76.92307692307692
81,78.17656765676568
82,76.31471667346106
83,75.08169934640523
84,67.28547854785478
85,76.260162601626
86,74.36318816762531
87,75.25858502275548
88,77.36389684813754
89,75.56561085972851
90,74.4195688225539
91,70.42369395310573
92,76.00330988829127
93,72.78428093645485
94,72.30705736690052
95,73.02904564315354
96,74.34292866082603
97,73.57172215371969
98,72.33513065118208
99,73.32221759066277
100,71.8543046357616
101,70.33195020746888
102,73.60703812316716
103,73.67109634551495
104,69.38607334157396
105,70.63025210084032
106,70.75471698113208
107,72.55054432348366
108,72.11538461538461
109,71.27094401307723
110,68.7043444828912
111,69.90332072299286
112,67.65175718849841
113,68.44978165938865
114,67.61981474023358
