split_point,accuracy
30,59.1703056768559
31,62.93285155073774
32,63.31986322660864
33,66.55688622754491
34,65.82121868233838
35,68.16412099430967
36,67.6379417234966
37,63.47305389221557
38,65.01394484040905
39,64.79166666666667
40,65.78865819646731
41,59.141067700566666
42,60.837209302325576
43,61.46980065456709
44,66.24459542927733
45,67.84546805349183
46,67.04897706137632
47,68.125
48,66.74907292954263
49,67.66538119252448
50,65.31684698608964
51,67.70094562647755
52,66.1819306930693
53,68.84615384615384
54,69.55307262569832
55,67.41005055010407
56,68.71682797377458
57,69.52867006904833
58,68.41303685653367
59,70.36044086982425
60,68.26441102756893
61,68.45018450184502
62,69.22833649588867
63,67.38993710691824
64,68.60057379662096
65,68.27889447236181
66,68.2210156499521
67,68.0389692017599
68,69.58320076360165
69,69.31532663316582
70,70.98627513565272
71,68.62252902416066
72,68.60872333651703
73,72.11417816813048
74,73.00284180612567
75,71.75264139216905
76,73.92947103274558
77,75.05409582689336
78,77.47747747747748
79,78.3292231812577
80,79.35020306154327
81,80.20382952439778
82,78.10059356451109
83,79.2965134217834
84,78.5402370555209
85,78.19525716045581
86,77.12948517940717
87,75.53979025293029
88,77.76040037535189
89,77.50542972385976
90,77.08006279434852
91,75.38940809968847
92,75.90665405234942
93,76.34375
94,76.86967497633323
95,75.82864290181364
96,76.54671717171718
97,73.92523364485982
98,77.40308855972266
99,75.6875
100,76.26150428435417
101,74.99215563225604
102,75.94175371953149
103,73.14930991217064
104,76.11940298507463
105,72.39599149711509
106,71.31882202304737
107,72.88732394366197
108,71.32027795325331
109,70.98293113596232
110,70.72472981563891
111,71.15384615384616
112,67.49601275917065
113,68.06699615595826
114,68.1128640776699
