split_point,accuracy
30,64.97981993169823
31,65.24609843937574
32,65.11915815536986
33,65.05056513979774
34,59.89519112207151
35,62.61543044384867
36,59.67990150815636
37,65.20703008638665
38,61.28236744759556
39,60.32640949554896
40,64.77483035163479
41,60.598873406463085
42,60.77160493827161
43,60.46787089132366
44,64.88150200061557
45,62.23734832790766
46,64.09623689080814
47,62.45199409158051
48,56.92307692307692
49,65.87817859254879
50,64.15616354134646
51,66.13709914680788
52,65.00154178230034
53,66.36256621542084
54,65.34898085237802
55,65.67031666173423
56,65.88089330024813
57,67.30424387328154
58,67.03096539162112
59,68.80189798339265
60,65.45908806995628
61,67.06495098039215
62,66.34100220611408
63,67.38586616635396
64,67.84922394678492
65,66.10486891385767
66,66.33789373210308
67,65.15483265561464
68,67.70403302635756
69,65.97809076682316
70,65.9033078880407
71,68.11367895065584
72,67.4264007597341
73,69.03870162297129
74,68.69701726844583
75,71.19062307217767
76,72.13883677298311
77,72.64904732636754
78,73.42202970297029
79,75.95947190666257
80,76.47790914747978
81,75.4920049200492
82,75.59838358719304
83,74.39286812173378
84,75.79143389199255
85,76.18755746245786
86,73.51569785514455
87,75.89916999692592
88,74.19856831621537
89,73.98826073524869
90,74.3277048155097
91,72.86821705426357
92,73.87076537013802
93,72.33447311159466
94,72.86700125470514
95,71.32192846034215
96,71.15505335844318
97,72.31340972437287
98,72.65037593984962
99,70.57178371659415
100,72.73587882612811
101,70.39001560062403
102,69.17981072555204
103,70.00937207122774
104,72.59235869908431
105,68.14052089642641
106,68.31210191082803
107,70.11360326245266
108,69.10978295061341
109,70.25131502045588
110,66.5506329113924
111,67.85714285714286
112,66.81472081218274
113,66.83046683046683
114,67.46223564954683
