split_point,accuracy
30,62.53590480098481
31,62.257425742574256
32,61.50159744408945
33,59.321340964840566
34,57.52835353930388
35,63.30166270783848
36,60.86424785976355
37,60.314341846758346
38,63.704879016263384
39,63.22869955156951
40,60.11952191235059
41,60.983474405481665
42,61.444308445532435
43,59.848786311181854
44,60.983474405481665
45,63.484292125663
46,61.296738265712015
47,63.6986301369863
48,65.51161842641665
49,62.836767036450084
50,59.3574297188755
51,64.6172638436482
52,65.96505162827641
53,61.59420289855073
54,62.86885245901639
55,65.62003179650239
56,64.74878444084278
57,64.09618573797678
58,64.2570281124498
59,67.08552898256993
60,64.93184634448575
61,66.46706586826348
62,67.03567035670358
63,64.77272727272727
64,66.65301106104056
65,65.5
66,66.96165191740413
67,67.63265306122449
68,65.67973311092577
69,65.67226890756302
70,68.27978853192354
71,67.05490848585691
72,67.96482412060301
73,66.994266994267
74,68.65979381443299
75,68.32710668327107
76,70.94262295081968
77,72.13584288052373
78,73.20261437908498
79,74.70564352415754
80,74.05582922824301
81,75.65897858319605
82,73.75915378356387
83,73.50427350427351
84,73.60197368421053
85,74.68559837728195
86,73.52216748768473
87,72.67849773008668
88,72.87928221859707
89,71.51067323481118
90,72.11895910780669
91,71.83908045977012
92,73.76237623762376
93,73.2388495206336
94,71.05804857966241
95,72.17391304347827
96,71.46422628951747
97,71.89167008617152
98,69.9009083402147
99,71.50582362728785
100,71.32838283828382
101,69.10973084886129
102,72.36622073578596
103,69.19254658385093
104,67.63980263157895
105,70.89614740368509
106,67.36196319018404
107,69.42084942084944
108,69.72477064220183
109,67.42578283855225
110,68.46536548029086
111,68.5666387259011
112,65.49660949341842
113,66.81112314915131
114,65.678814577493
